exp;path_found;alg;wallt_micro;runt_micro;expanded;generated;heapops;start;target;gridcost;realcost;map
1123;True;AnyaSearch;237326;237326.4;290;347;628;(146,86);(491,329);449.75440063;431.3242633180504;London_0_512.map
1124;True;AnyaSearch;241165;241165.4;429;505;922;(477,265);(120,53);448.91378021;427.73017646067564;London_0_512.map
1125;True;AnyaSearch;297715;297715.7;328;388;713;(336,372);(22,154);448.23253937;435.11693157310543;London_0_512.map
1126;True;AnyaSearch;206771;206771.9;92;108;199;(406,76);(297,480);449.14927826;425.2415841765535;London_0_512.map
1127;True;AnyaSearch;679723;679723.5;1065;1178;2203;(366,297);(73,184);451.98989868;417.56898625844326;London_0_512.map
1128;True;AnyaSearch;603136;603136.4;543;584;1123;(342,24);(369,346);449.31580047;422.19787823400907;London_0_512.map
1129;True;AnyaSearch;91050;91050.8;107;121;227;(508,456);(272,189);449.80108185;416.9255793445705;London_0_512.map
1130;True;AnyaSearch;380706;380706.9;343;391;724;(65,219);(247,370);451.7350647;422.49539814958484;London_0_512.map
1131;True;AnyaSearch;335144;335144.8;343;386;722;(66,202);(172,434);455.91378021;430.36423975890824;London_0_512.map
1132;True;AnyaSearch;1240087;1240087.2;1798;1942;3668;(357,226);(71,187);452.68838348;419.201203598512;London_0_512.map
1133;True;AnyaSearch;84787;84787.8;97;124;220;(104,449);(475,311);454.01933594;422.19989044165953;London_0_512.map
1134;True;AnyaSearch;142538;142538.6;123;151;273;(509,153);(157,384);454.71277008;438.8155969165093;London_0_512.map
1135;True;AnyaSearch;271198;271198.3;262;310;563;(371,453);(219,62);453.96046142;433.03693557687313;London_0_512.map
1136;True;AnyaSearch;262042;262042.2;194;224;415;(102,37);(359,384);453.45288543;436.2395193005844;London_0_512.map
1137;True;AnyaSearch;279519;279519.7;176;216;389;(54,309);(456,314);452.23759003;438.45746153870965;London_0_512.map
1138;True;AnyaSearch;80722;80722.7;75;90;164;(265,103);(393,505);455.01933594;432.0125945076151;London_0_512.map
1139;True;AnyaSearch;165989;165989.0;268;300;565;(381,312);(46,27);455.29350586;442.2432588507383;London_0_512.map
1140;True;AnyaSearch;316696;316696.3;460;508;961;(61,210);(365,165);453.03152923;421.75419524974006;London_0_512.map
1141;True;AnyaSearch;240676;240676.7;240;270;509;(416,487);(505,128);457.62236633;430.8471293756466;London_0_512.map
1142;True;AnyaSearch;99100;99100.1;89;113;201;(483,170);(119,393);456.36962433;443.86037522487163;London_0_512.map
1143;True;AnyaSearch;628047;628047.5;761;861;1580;(440,411);(403,11);459.23253937;437.78457614627706;London_0_512.map
1144;True;AnyaSearch;90603;90603.1;63;73;135;(417,87);(226,464);456.70057678;426.4962698696037;London_0_512.map
1145;True;AnyaSearch;208189;208189.8;247;282;525;(414,67);(44,250);458.10259704;432.40141956836004;London_0_512.map
1146;True;AnyaSearch;301186;301186.1;375;410;782;(42,73);(127,459);457.65894623;424.09434961280897;London_0_512.map
1147;True;AnyaSearch;151001;151001.9;240;273;512;(141,10);(350,367);458.80108185;436.33062583715764;London_0_512.map
1148;True;AnyaSearch;159963;159963.1;151;185;333;(471,187);(131,422);458.02647857;443.75124051072623;London_0_512.map
1149;True;AnyaSearch;196611;196611.0;137;176;312;(339,505);(170,143);456.88939361;421.90608744002236;London_0_512.map
1150;True;AnyaSearch;857714;857714.5;837;895;1723;(75,46);(146,387);457.91378021;434.9529605344414;London_0_512.map
1151;True;AnyaSearch;207269;207269.9;121;142;262;(413,29);(288,436);462.09040375;433.279252902358;London_0_512.map
1152;True;AnyaSearch;290248;290248.4;339;409;732;(355,350);(50,81);462.11479034;433.4114687286588;London_0_512.map
1153;True;AnyaSearch;807430;807430.4;1101;1224;2282;(353,298);(59,210);462.09040375;429.46194241887963;London_0_512.map
1154;True;AnyaSearch;126331;126331.6;181;194;374;(318,100);(116,237);461.31580047;431.0970134273533;London_0_512.map
1155;True;AnyaSearch;460623;460623.4;385;436;810;(396,64);(79,332);461.39906158;440.0718389460613;London_0_512.map
1156;True;AnyaSearch;235975;235975.9;252;301;551;(384,371);(32,179);460.8183258;443.48776931056335;London_0_512.map
1157;True;AnyaSearch;74464;74464.7;66;86;151;(125,463);(415,140);460.10973968;438.30084377600406;London_0_512.map
1158;True;AnyaSearch;276495;276495.9;279;334;605;(190,424);(374,60);460.29855652;429.43397863757565;London_0_512.map
1159;True;AnyaSearch;965764;965764.0;1248;1401;2579;(432,383);(370,15);461.20310211;437.4459122023808;London_0_512.map
1160;True;AnyaSearch;337517;337517.5;482;530;1004;(400,31);(105,277);460.77164459;431.363652022262;London_0_512.map
1161;True;AnyaSearch;92599;92599.7;49;61;109;(450,468);(62,321);464.24473266;429.3439887112866;London_0_512.map
1162;True;AnyaSearch;98656;98656.0;94;118;211;(80,383);(487,286);464.93607483;436.17378301168645;London_0_512.map
1163;True;AnyaSearch;257694;257694.1;414;453;864;(62,189);(403,170);467.54624786;437.038168120687;London_0_512.map
1164;True;AnyaSearch;226131;226131.6;195;234;421;(389,97);(35,337);467.47012939;441.339270901387;London_0_512.map
1165;True;AnyaSearch;60718;60718.4;68;80;147;(420,498);(45,287);467.67113952;434.54811566082066;London_0_512.map
1166;True;AnyaSearch;130655;130655.5;161;175;335;(347,65);(72,250);467.20310211;438.16134339385894;London_0_512.map
1167;True;AnyaSearch;569157;569157.8;259;289;543;(371,99);(450,502);465.64675293;434.17277284886734;London_0_512.map
1168;True;AnyaSearch;705265;705265.0;1156;1261;2388;(65,90);(383,63);465.5411972;438.37502160135637;London_0_512.map
1169;True;AnyaSearch;70450;70450.1;52;69;120;(151,434);(416,79);464.76659393;443.06683094517354;London_0_512.map
1170;True;AnyaSearch;445740;445740.7;836;919;1736;(418,256);(52,143);466.67113952;436.02489787190547;London_0_512.map
1171;True;AnyaSearch;195967;195967.9;180;204;383;(192,446);(30,66);468.8427124;446.7564752919363;London_0_512.map
1172;True;AnyaSearch;1491200;1491200.4;1757;1927;3617;(161,164);(343,26);470.34018707;443.978948522205;London_0_512.map
1173;True;AnyaSearch;222090;222090.3;286;331;612;(432,243);(50,321);468.75945129;442.0603785179223;London_0_512.map
1174;True;AnyaSearch;100933;100933.4;107;133;236;(490,292);(66,357);468.68124084;447.4020644249971;London_0_512.map
1175;True;AnyaSearch;335042;335042.8;539;573;1101;(305,38);(200,261);471.69552612;450.1652536163052;London_0_512.map
1176;True;AnyaSearch;157711;157711.5;154;185;338;(143,484);(461,250);471.91378021;441.7355300030424;London_0_512.map
1177;True;AnyaSearch;73791;73791.1;41;54;94;(493,339);(66,406);468.89444427;448.99565371246297;London_0_512.map
1178;True;AnyaSearch;178696;178696.6;215;258;468;(108,282);(478,85);469.17366485;437.07126193438705;London_0_512.map
1179;True;AnyaSearch;303832;303832.6;443;494;927;(60,225);(370,173);470.1320343;439.99056465386917;London_0_512.map
1180;True;AnyaSearch;70413;70413.7;72;101;172;(132,399);(428,52);469.60721435;456.369925302692;London_0_512.map
1181;True;AnyaSearch;509851;509851.6;632;726;1338;(367,457);(353,85);473.70562744;448.5760392884934;London_0_512.map
1182;True;AnyaSearch;323595;323595.1;507;540;1033;(290,1);(246,278);473.90872955;452.902133377928;London_0_512.map
1183;True;AnyaSearch;272122;272122.5;222;273;488;(488,353);(94,292);474.54624786;447.6288180222448;London_0_512.map
1184;True;AnyaSearch;447140;447140.2;567;608;1168;(36,78);(251,412);472.26197662;443.19470103640685;London_0_512.map
1185;True;AnyaSearch;417538;417538.7;592;669;1253;(101,197);(454,24);474.49956665;449.85644099497097;London_0_512.map
1186;True;AnyaSearch;179790;179790.9;184;205;388;(391,52);(105,394);473.49451599;457.2824155074763;London_0_512.map
1187;True;AnyaSearch;719338;719338.4;810;947;1720;(119,352);(357,87);472.69552612;448.9304786230117;London_0_512.map
1188;True;AnyaSearch;307319;307319.0;233;262;494;(383,16);(362,432);473.57568512;451.84055555589225;London_0_512.map
1189;True;AnyaSearch;914765;914765.3;1463;1570;2990;(364,133);(12,104);473.05591583;441.5471643413885;London_0_512.map
1190;True;AnyaSearch;67234;67234.8;41;57;97;(466,388);(28,297);475.69343414;456.58213247818696;London_0_512.map
1191;True;AnyaSearch;577665;577665.4;650;711;1351;(136,465);(82,202);478.62950897;440.7756270266265;London_0_512.map
1192;True;AnyaSearch;899514;899514.2;1167;1288;2406;(199,385);(76,222);479.26197662;444.11384599594544;London_0_512.map
1193;True;AnyaSearch;432964;432964.7;560;594;1140;(277,2);(326,304);479.35743103;454.5473665430726;London_0_512.map
1194;True;AnyaSearch;163389;163389.4;151;189;339;(185,479);(415,118);478.22748871;443.91540671729746;London_0_512.map
1195;True;AnyaSearch;253389;253389.3;215;244;458;(426,69);(373,494);476.77669525;455.7047431815221;London_0_512.map
1196;True;AnyaSearch;397888;397888.1;504;565;1064;(187,39);(85,427);478.29855652;455.5935417113651;London_0_512.map
1197;True;AnyaSearch;822957;822957.6;959;1070;1991;(196,402);(68,217);476.04372253;443.00751534980236;London_0_512.map
1198;True;AnyaSearch;642963;642963.7;410;500;878;(76,288);(426,348);478.09040375;451.0451578275149;London_0_512.map
1199;True;AnyaSearch;129861;129861.3;152;177;328;(469,72);(115,349);478.69552612;455.0738843822686;London_0_512.map
1200;True;AnyaSearch;209617;209617.0;216;265;480;(103,340);(496,227);477.87214966;453.08755629238055;London_0_512.map
1201;True;AnyaSearch;178078;178078.2;219;259;476;(34,5);(311,352);480.48232269;453.8717906802482;London_0_512.map
1202;True;AnyaSearch;183183;183183.7;95;125;219;(111,273);(499,415);482.27416992;453.0242806226039;London_0_512.map
1203;True;AnyaSearch;421129;421129.5;480;525;1001;(64,455);(204,50);481.21529541;463.3878144529242;London_0_512.map
1204;True;AnyaSearch;241603;241603.2;341;393;728;(101,59);(478,300);480.92597351;456.1642002879752;London_0_512.map
1205;True;AnyaSearch;202128;202128.1;213;248;460;(246,429);(403,24);481.62950897;446.53991974523717;London_0_512.map
1206;True;AnyaSearch;398221;398221.2;521;596;1101;(361,458);(338,49);483.90663757;459.21146065569053;London_0_512.map
1207;True;AnyaSearch;162340;162340.2;140;170;309;(392,443);(38,206);483.80108185;464.2904776755639;London_0_512.map
1208;True;AnyaSearch;1348138;1348138.1;1739;1880;3551;(387,112);(63,195);483.74220733;454.74086631531964;London_0_512.map
1209;True;AnyaSearch;251119;251119.8;181;206;386;(380,17);(329,444);481.119841;464.2412165920459;London_0_512.map
1210;True;AnyaSearch;179073;179073.0;161;180;340;(355,80);(113,370);482.90872955;460.6428071208835;London_0_512.map
1211;True;AnyaSearch;386404;386404.0;281;314;594;(99,45);(185,455);486.17366485;462.2619460866769;London_0_512.map
1212;True;AnyaSearch;77392;77392.4;78;110;187;(170,416);(477,74);486.73715667;464.0470856632376;London_0_512.map
1213;True;AnyaSearch;224349;224349.3;185;203;387;(329,98);(333,450);485.32085113;467.0618197103952;London_0_512.map
1214;True;AnyaSearch;238127;238127.6;276;332;600;(477,89);(98,336);486.82546844;462.74923148343817;London_0_512.map
1215;True;AnyaSearch;360832;360832.9;368;433;789;(205,448);(368,69);485.32799377;449.17906103852175;London_0_512.map
1216;True;AnyaSearch;822596;822596.3;1043;1165;2166;(369,331);(57,201);485.93102417;452.2164148750858;London_0_512.map
1217;True;AnyaSearch;188380;188380.0;179;229;406;(98,41);(436,375);486.30569915;476.8121207278441;London_0_512.map
1218;True;AnyaSearch;822610;822610.6;1177;1274;2427;(61,139);(387,54);486.81327514;453.48121020683107;London_0_512.map
1219;True;AnyaSearch;479848;479848.8;606;689;1284;(380,3);(489,415);487.27416992;466.3558512934874;London_0_512.map
1220;True;AnyaSearch;134579;134579.7;103;128;230;(74,324);(488,165);486.48737335;462.8271341660392;London_0_512.map
