exp;path_found;alg;wallt_micro;runt_micro;expanded;generated;heapops;start;target;gridcost;realcost;map
1602;True;AnyaSearch;2178836;2178836.3;2242;3240;4782;(502,9);(154,393);643.95541076;589.037539414374;16room_004.map
1603;True;AnyaSearch;1746377;1746377.4;1870;2695;3989;(52,439);(417,61);641.05591583;584.7910096692268;16room_004.map
1604;True;AnyaSearch;3271160;3271160.2;3413;4942;7079;(479,410);(43,114);643.91378021;594.3573431868123;16room_004.map
1605;True;AnyaSearch;1351515;1351515.6;1403;2035;3033;(461,6);(138,442);641.39906158;584.7770542015323;16room_004.map
1606;True;AnyaSearch;1791664;1791664.5;1879;2757;4081;(478,469);(57,125);643.98484802;589.7872462378778;16room_004.map
1607;True;AnyaSearch;3190675;3190675.1;3457;5113;7191;(42,5);(243,494);642.8427124;596.2338057010642;16room_004.map
1608;True;AnyaSearch;2688058;2688058.1;2829;4127;5963;(87,346);(501,32);642.1564209;590.721189444969;16room_004.map
1609;True;AnyaSearch;3028884;3028884.4;3328;4897;6947;(28,65);(369,455);642.81327514;591.3531983113598;16room_004.map
1610;True;AnyaSearch;2823154;2823154.6;3050;4440;6360;(389,60);(12,423);643.36962433;588.8699002805045;16room_004.map
1611;True;AnyaSearch;2336274;2336274.7;2547;3721;5342;(31,3);(498,257);646.32799377;592.5945780651683;16room_004.map
1612;True;AnyaSearch;2052799;2052799.5;2210;3211;4667;(505,35);(19,255);646.21529541;596.5391615162957;16room_004.map
1613;True;AnyaSearch;1775276;1775276.2;1897;2821;4045;(403,17);(2,379);646.36962433;590.9285271599576;16room_004.map
1614;True;AnyaSearch;2113386;2113386.0;2265;3334;4808;(34,10);(389,422);647.96760406;591.0303833216905;16room_004.map
1615;True;AnyaSearch;1668804;1668804.9;1781;2603;3832;(488,17);(55,332);645.32799377;591.1741242795581;16room_004.map
1616;True;AnyaSearch;1795326;1795326.3;1862;2727;4042;(5,503);(293,39);646.60007171;598.1513540329775;16room_004.map
1617;True;AnyaSearch;2328883;2328883.8;2438;3605;5213;(359,26);(88,494);647.98484802;595.0108865909561;16room_004.map
1618;True;AnyaSearch;2297461;2297461.3;2387;3448;5085;(135,445);(492,41);647.05591583;590.7204195267038;16room_004.map
1619;True;AnyaSearch;2568995;2568995.1;2726;3914;5726;(486,467);(24,263);645.73001404;595.108633391217;16room_004.map
1620;True;AnyaSearch;1535908;1535908.4;1693;2428;3641;(490,108);(10,334);644.11479034;591.8828566677427;16room_004.map
1621;True;AnyaSearch;3164465;3164465.4;3305;4822;6943;(373,481);(165,6);648.1442276;602.1323595277225;16room_004.map
1622;True;AnyaSearch;1354780;1354780.9;1326;1955;2895;(485,492);(137,60);651.8549057;595.7613492710793;16room_004.map
1623;True;AnyaSearch;1796769;1796769.4;1924;2847;4095;(419,12);(5,367);648.8549057;593.2154906100749;16room_004.map
1624;True;AnyaSearch;1223319;1223319.8;1320;1902;2852;(507,391);(1,198);648.00209198;600.5354631272926;16room_004.map
1625;True;AnyaSearch;2762058;2762058.5;2911;4239;6124;(121,504);(457,91);649.25692596;592.3709038519205;16room_004.map
1626;True;AnyaSearch;1961892;1961892.1;1988;2946;4291;(106,51);(444,488);649.48232269;595.7503037416305;16room_004.map
1627;True;AnyaSearch;1487701;1487701.1;1581;2328;3458;(313,506);(33,20);651.02647857;600.7988599290959;16room_004.map
1628;True;AnyaSearch;1552345;1552345.8;1569;2308;3422;(431,484);(122,29);650.92597351;597.0077955095898;16room_004.map
1629;True;AnyaSearch;2121822;2121822.0;2209;3276;4742;(469,434);(90,63);649.75440063;590.4093032924927;16room_004.map
1630;True;AnyaSearch;1542571;1542571.3;1617;2377;3491;(123,54);(498,458);649.34018707;592.0913924889713;16room_004.map
1631;True;AnyaSearch;3288554;3288554.9;3385;4854;6979;(508,425);(191,1);652.36962433;600.0335818546506;16room_004.map
1632;True;AnyaSearch;3708152;3708152.4;3966;5828;8203;(108,7);(301,498);652.1320343;599.6813190844888;16room_004.map
1633;True;AnyaSearch;2013212;2013212.5;2066;3052;4420;(65,24);(425,436);653.21024475;597.5274699367351;16room_004.map
1634;True;AnyaSearch;2792924;2792924.3;2943;4262;6201;(120,478);(485,87);652.49956665;596.6939012668065;16room_004.map
1635;True;AnyaSearch;2273594;2273594.3;2424;3515;5153;(109,468);(492,83);655.57063446;596.5232359657232;16room_004.map
1636;True;AnyaSearch;2352373;2352373.8;2429;3555;5138;(132,81);(490,497);653.65389557;596.7379426813752;16room_004.map
1637;True;AnyaSearch;1753167;1753167.3;1793;2622;3905;(405,490);(68,58);654.99704132;598.7934154809506;16room_004.map
1638;True;AnyaSearch;2880945;2880945.1;3102;4506;6471;(364,43);(18,449);652.49956665;599.0459841892836;16room_004.map
1639;True;AnyaSearch;2637718;2637718.4;2850;4115;5950;(50,410);(483,136);654.91378021;600.4712039858931;16room_004.map
1640;True;AnyaSearch;1884797;1884797.7;2035;2994;4350;(5,358);(447,37);653.74220733;598.5021382718103;16room_004.map
1641;True;AnyaSearch;2746186;2746186.8;2764;4053;5812;(488,491);(217,27);656.36962433;602.4737903850884;16room_004.map
