exp;path_found;alg;wallt_micro;runt_micro;expanded;generated;heapops;start;target;gridcost;realcost;map
1420;True;AnyaSearch;11161937;11161937.3;18745;48947;52519;(155,440);(454,5);565.87929229;529.5484020491247;random512-10-1.map
1421;True;AnyaSearch;7122305;7122305.7;12212;32173;34366;(440,390);(28,48);571.82041778;536.8784619939139;random512-10-1.map
1422;True;AnyaSearch;4997300;4997300.9;9081;23514;24922;(2,43);(488,247);570.49956665;528.2481526288926;random512-10-1.map
1423;True;AnyaSearch;8244036;8244036.9;14371;37406;39261;(457,383);(38,45);571.89148559;539.7817987152575;random512-10-1.map
1424;True;AnyaSearch;6117494;6117494.2;10451;27348;31441;(348,488);(113,15);570.92597351;529.0805358390256;random512-10-1.map
1425;True;AnyaSearch;7901175;7901175.5;13605;35754;39367;(108,34);(385,485);568.66608886;530.3418580716205;random512-10-1.map
1426;True;AnyaSearch;7363915;7363915.2;12101;31819;35801;(375,0);(123,464);569.79603119;529.223796399475;random512-10-1.map
1427;True;AnyaSearch;7325862;7325862.2;12846;33723;35441;(26,487);(442,152);569.40620422;535.6165359737013;random512-10-1.map
1428;True;AnyaSearch;3815505;3815505.0;6812;17681;18572;(508,334);(1,489);571.20310211;530.956387550249;random512-10-1.map
1429;True;AnyaSearch;7272618;7272618.9;12156;32533;36138;(483,14);(284,500);569.01428528;526.3090659292714;random512-10-1.map
1430;True;AnyaSearch;10851703;10851703.1;17586;46436;50416;(321,4);(131,493);568.28636322;525.8565934532077;random512-10-1.map
1431;True;AnyaSearch;2731673;2731673.1;5457;14056;16010;(11,49);(485,290);574.41125488;532.5822682230545;random512-10-1.map
1432;True;AnyaSearch;11724335;11724335.4;19738;51785;55248;(493,466);(219,8);573.83766174;535.4453802990525;random512-10-1.map
1433;True;AnyaSearch;7036760;7036760.2;11881;31647;35294;(173,58);(471,506);574.36457367;538.9771276382609;random512-10-1.map
1434;True;AnyaSearch;8307582;8307582.6;14146;37243;40177;(502,504);(133,103);574.34732971;546.0022048388333;random512-10-1.map
1435;True;AnyaSearch;9435546;9435546.5;14430;37823;41427;(395,470);(87,30);573.43564148;538.2444946090005;random512-10-1.map
1436;True;AnyaSearch;8281914;8281914.6;13922;36535;40103;(76,432);(443,32);574.2762619;544.4572494397496;random512-10-1.map
1437;True;AnyaSearch;5304420;5304420.9;8905;23447;26588;(498,431);(170,3);574.99199066;540.3230755613265;random512-10-1.map
1438;True;AnyaSearch;6193888;6193888.9;11024;28870;29828;(11,468);(484,229);575.16861419;531.2372053187497;random512-10-1.map
1439;True;AnyaSearch;6501087;6501087.6;11347;29517;30500;(470,64);(0,311);574.06810913;532.5299892957712;random512-10-1.map
1440;True;AnyaSearch;9534325;9534325.0;15902;42024;45477;(468,480);(186,26);573.15137024;535.5414874947675;random512-10-1.map
1441;True;AnyaSearch;6979373;6979373.6;11363;30064;33622;(291,17);(25,484);578.93816681;538.2540013983246;random512-10-1.map
1442;True;AnyaSearch;5638295;5638295.0;9273;24470;27355;(439,436);(101,7);578.9625534;546.9772264071975;random512-10-1.map
