exp;path_found;alg;wallt_micro;runt_micro;expanded;generated;heapops;start;target;gridcost;realcost;map
6247;True;AnyaSearch;11273280;11273280.6;30235;30284;60518;(254,161);(474,63);2498.0;1869.5178233661886;maze512-1-0.map
6248;True;AnyaSearch;8459104;8459104.5;22194;22271;44464;(143,103);(419,449);2498.0;1904.8071603240185;maze512-1-0.map
6249;True;AnyaSearch;11912740;11912740.8;31400;31437;62836;(242,211);(81,157);2499.0;1885.7980019504382;maze512-1-0.map
6250;True;AnyaSearch;9418165;9418165.0;24684;24759;49442;(100,181);(471,244);2496.0;1894.758439523102;maze512-1-0.map
6251;True;AnyaSearch;4912074;4912074.3;12801;12867;25667;(503,145);(384,355);2503.0;1884.55211463274;maze512-1-0.map
6252;True;AnyaSearch;3931685;3931685.0;10314;10369;20682;(446,503);(145,291);2503.0;1904.7352243372798;maze512-1-0.map
6253;True;AnyaSearch;4757533;4757533.1;12889;12938;25826;(478,257);(271,133);2503.0;1900.1547219346614;maze512-1-0.map
6254;True;AnyaSearch;3947121;3947121.3;10474;10519;20992;(278,13);(386,219);2500.0;1874.710991064309;maze512-1-0.map
6255;True;AnyaSearch;3959774;3959774.4;10703;10750;21452;(275,83);(381,215);2502.0;1874.8861628362683;maze512-1-0.map
6256;True;AnyaSearch;9069801;9069801.0;24222;24260;48481;(67,373);(493,232);2503.0;1895.7699374710746;maze512-1-0.map
6257;True;AnyaSearch;8766022;8766022.8;23287;23329;46615;(241,459);(5,482);2503.0;1927.2169284135362;maze512-1-0.map
6258;True;AnyaSearch;5111160;5111160.8;13530;13597;27126;(295,87);(64,411);2501.0;1888.7110625629023;maze512-1-0.map
6259;True;AnyaSearch;6839261;6839261.1;18280;18331;36610;(475,468);(117,139);2501.0;1892.4677822859105;maze512-1-0.map
6260;True;AnyaSearch;11420240;11420240.9;30124;30153;60276;(187,330);(126,41);2502.0;1901.6114503396932;maze512-1-0.map
6261;True;AnyaSearch;11010222;11010222.1;28657;28717;57373;(263,171);(411,92);2505.0;1891.3622123654357;maze512-1-0.map
6262;True;AnyaSearch;3057312;3057312.0;8063;8089;16151;(385,110);(185,265);2505.0;1880.3026521373845;maze512-1-0.map
6263;True;AnyaSearch;6289730;6289730.3;16961;17022;33982;(477,189);(1,255);2506.0;1903.1126202175776;maze512-1-0.map
6264;True;AnyaSearch;9218959;9218959.6;24916;24963;49878;(279,467);(245,75);2506.0;1899.2439627933975;maze512-1-0.map
6265;True;AnyaSearch;6475480;6475480.4;17073;17142;34214;(201,433);(484,413);2505.0;1901.0096503784694;maze512-1-0.map
6266;True;AnyaSearch;8680759;8680759.6;22950;22987;45936;(75,287);(306,119);2507.0;1930.5291818923342;maze512-1-0.map
6267;True;AnyaSearch;6336481;6336481.9;16551;16627;33177;(173,89);(376,511);2505.0;1904.9926061099393;maze512-1-0.map
6268;True;AnyaSearch;8115370;8115370.8;21481;21554;43034;(371,163);(187,56);2507.0;1875.092804577722;maze512-1-0.map
6269;True;AnyaSearch;9923433;9923433.6;26569;26631;53199;(147,203);(511,89);2506.0;1873.455357468626;maze512-1-0.map
6270;True;AnyaSearch;9886691;9886691.9;25949;25987;51935;(181,422);(505,175);2507.0;1881.674716775544;maze512-1-0.map
6271;True;AnyaSearch;8170563;8170563.1;21654;21714;43367;(467,385);(227,99);2510.0;1894.7053503939972;maze512-1-0.map
6272;True;AnyaSearch;4671621;4671621.7;12441;12478;24918;(289,33);(379,182);2511.0;1878.8862389049611;maze512-1-0.map
